Group,"eta1	",eta2,beta1,beta2,lambda,w,p,ll
FIRST,0.9915,0.8269,1.6281,1.865,0.6399,0,0.2361,118.0936
FIRST,0.8099,0.2728,20,2.291,0.7678,0.5504,-0.0079,81.3485
FIRST,0.7472,0.5242,10.0293,5.1212,0.3563,0.4266,0.0696,68.6712
FIRST,0.7065,0.7538,4.6781,2.6779,0.7659,0.1516,0.0279,95.1358
FIRST,0.6766,0.535,4.8185,5.4274,0.8146,0.1217,0.2184,79.3989
FIRST,1,0.3867,11.4324,2.575,0.0094,0.8147,0.0459,100.8033
FIRST,0.4983,0,0.3575,1.3119,1,0,-0.5489,137.922
FIRST,0.0111,0.1043,17.4651,0,0.6184,1,0.0189,129.3476
FIRST,0.5562,0.8197,2.5744,2.5093,0.7725,0,0.3245,106.7191
FIRST,1,0.4546,5.3708,3.2902,0.4108,0.7461,0.305,90.1998
FIRST,0.3039,0.2108,11.5417,5.5022,0.226,0.3622,0.0901,90.8695
FIRST,0.6316,0.7876,7.8562,2.1102,0.4655,0.5027,0.1242,97.6359
FIRST,0.2443,0.316,2.5335,8.0466,1,0,0.4267,60.6962
FIRST,1,0.9565,10.4534,9.6524,0.4036,0.7448,0.0292,89.1546
FIRST,1,0.2214,0.4139,5.0444,1,0,1.2427,102.8852
FIRST,0.5925,0.6322,2.7457,6.4497,0.8079,0.2984,0.6633,62.7452
SECOND,0.1065,0.0783,2.4462,4.2709,1,0,0.2756,117.3663
SECOND,1,0.9832,4.7884,1.6675,0.4839,0.3405,0.1193,106.9978
SECOND,0.8598,0.7792,10.4592,8.6165,0.8891,0.054,0.042,65.0585
SECOND,1,0.6878,3.5457,3.3575,1,0.7442,0.1591,104.1499
SECOND,0.5943,0.4333,5.8142,4.1225,1,0.1782,0.2026,71.1229
SECOND,0.5167,0.483,7.8532,1.5445,1,0.9271,-0.0289,118.1558
SECOND,0.7598,0.0654,1.8614,3.9243,1,0.3931,-0.1006,128.2817
SECOND,0.382,0.2131,7.4071,1.5506,0.0636,0.5036,0.0112,121.1221
SECOND,0.5398,0.731,4.4133,4.4494,0.6307,0.6447,0.078,107.9686
SECOND,1,0.4337,5.1673,3.9639,0.5731,0.3527,0.2712,83.4223
SECOND,0.4888,0.8866,3.4834,2.7839,0.5106,0.1842,0.3226,85.6633
SECOND,1,0.3394,5.2293,4.3636,0.4637,0,0.2285,86.6742
SECOND,0.7156,0.222,3.4684,7.0676,0.7651,0.4967,0.2983,79.9035
SECOND,0.8066,0.8141,8.0758,4.4832,0.524,0.7235,0.158,79.3762
SECOND,1,0.1367,3.9292,3.4838,0.424,0.4823,0.0673,115.6033
SECOND,0.5294,0.2976,20,7.6451,1,0.2926,0.0437,46.5322
