689.4179104,848.2020202,730.1044776,746.8358209,725.605,750.8,514.1691542,770.98,739.93,883.4328358,666.14,695.3930348,586.7,942.8080808,823.7512438,695.785,745.5124378
0,0.395,0.391,0.369,0.125,0.863,0,0.805,0.306,0.37,0.546,0.306,0.334,0,0.732,0.514,0.446
